index,Date,Year,Type,Country,Area,Location,Activity,Gender,Age,Fatal,Time,href formula,ISO_code
293,2018-12-18 00:00:00,2018,Unprovoked,MEXICO,Sonora,Southeast of Puerto Peñasco ,Diving,M,35,Y,11:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.12.18-Aguilera.pdf,MX
294,2018-12-15 00:00:00,2018,Provoked,AUSTRALIA,New South Wales,,Other,M,48,N,11:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.12.15-Wobbegong.pdf,AU
295,2018-12-15 00:00:00,2018,Unprovoked,NEW ZEALAND,North Island,Matauri Bay,Fishing,M,24,N,11:20:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.12.15.a-Lloyd,NZ
296,2018-12-09 00:00:00,2018,Unprovoked,NEW ZEALAND,North Island,Ti Point,Fishing,M,50,N,08:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.12.09.b-Oleinik,NZ
297,2018-12-09 00:00:00,2018,Unprovoked,AUSTRALIA,New South Wales ,Nambucca,Surfing and Other Board Sports,M,36,N,07:15:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.12.09.a-Mason,AU
298,2018-11-28 00:00:00,2018,Unprovoked,AUSTRALIA,New South Wales,South Steyne,Surfing and Other Board Sports,M,0,N,18:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.11.28-Ruttkowski.pdf,AU
299,2018-11-24 00:00:00,2018,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing and Other Board Sports,M,48,N,17:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.11.24-Spencer.pdf,US
300,2018-11-18 00:00:00,2018,Unprovoked,AUSTRALIA,Northern Territory ,Off Nhulunbuy,Fishing,M,17,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.11.18-Whitcombe.pdf,AU
301,2018-11-17 00:00:00,2018,Unprovoked,AUSTRALIA,New South Wales,"7 Mile Beach, Gerroa",Surfing and Other Board Sports,M,24,N,13:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.11.17-7Mile.pdf,AU
302,2018-11-14 00:00:00,2018,Watercraft,AUSTRALIA,Queensland,Moffat Beach,Kayaking or Canoeing,M,31,N,06:50:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.11.14-Roberts.pdf,AU
303,2018-11-11 00:00:00,2018,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tinley Manor,Fishing,M,41,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.11.11.b-Machado.pdf,ZA
304,2018-11-11 00:00:00,2018,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Mandurah",Surfing and Other Board Sports,M,20,N,08:40:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.11.11.a-Symmons.pdf,AU
305,2018-11-09 00:00:00,2018,Unprovoked,BAHAMAS,Exumas,Compass Cay,Swimming,M,8,N,13:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.11.09-Jones.pdf,BS
306,2018-11-07 00:00:00,2018,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Ballina",Surfing and Other Board Sports,M,42,N,06:45:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.11.07.a-Jonsson.pdf,AU
307,2018-11-05 00:00:00,2018,Unprovoked,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",Swimming,M,33,Y,17:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.11.05-Christidis.pdf,AU
308,2018-11-03 00:00:00,2018,Unprovoked,EGYPT,,Brothers' Island,Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.11.03-Egypt.pdf,EG
309,2018-10-24 00:00:00,2018,Unprovoked,AUSTRALIA,Western Australia,"Guillotines surf break, Shire of Augusta Margaret River",Surfing and Other Board Sports,M,0,N,09:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.10.24-Australia.pdf,AU
310,2018-10-23 00:00:00,2018,Unprovoked,USA,Florida,"Near Patrick AFB, Brevard County",Surfing and Other Board Sports,F,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.10.23.c-DeWeff.pdf,US
311,2018-10-23 00:00:00,2018,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing and Other Board Sports,M,29,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.10.23.b-Ponce.pdf,US
312,2018-10-23 00:00:00,2018,Unprovoked,USA,California,Farallon Islands,Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.10.23.a-Elliott.pdf,US
313,2018-10-19 00:00:00,2018,Unprovoked,AUSTRALIA,New South Wales,Samurai Beach,Surfing and Other Board Sports,M,50,N,07:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.10.10.b-Kenny.pdf,AU
314,2018-10-19 00:00:00,2018,Unprovoked,NEW ZEALAND,North Island,Baylys Beach ,Surfing and Other Board Sports,M,25,N,18:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.10.19.a-Brough.pdf,NZ
315,2018-10-16 00:00:00,2018,Watercraft,SAMOA,Upolo,,Other,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.10.16.R-Wheatley.pdf,WS
316,2018-10-11 00:00:00,2018,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing and Other Board Sports,F,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.10.11-Haun.pdf,US
317,2018-10-08 00:00:00,2018,Provoked,AUSTRALIA,Queensland,Swain Reef,Fishing,M,55,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.10.08-Hanson.pdf,AU
318,2018-09-29 00:00:00,2018,Unprovoked,USA,California,"Beacons Beach, San Diego County",Diving,M,13,N,06:55:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.29-Hayes.pdf,US
319,2018-09-28 00:00:00,2018,Unprovoked,AUSTRALIA,Northern Territory ,Groote Eylandt,Other,M,17,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.28-Darwin.pdf,AU
320,2018-08-27 00:00:00,2018,Watercraft,USA,California,Humboldt County,Fishing,M,55,N,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.27-Kaai.pdf,US
321,2018-09-23 00:00:00,2018,Unprovoked,BAHAMAS,Abaco Islands,Treasure Cay,Fishing,F,32,N,13:42:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.23-Bahamas.pdf,BS
322,2018-09-23 00:00:00,2018,Provoked,FIJI,Vanua Levu,Cakau Levu,Diving,M,0,N,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.23-Ratusaki.pdf,FJ
323,2018-09-20 00:00:00,2018,Unprovoked,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",Swimming,F,12,N,13:45:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.20-Papps.pdf,AU
324,2018-09-19 00:00:00,2018,Unprovoked,JAMAICA,St. Marys Parish,James Bond Beach,Fishing,M,43,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.19.b-Malcolm.pdf,JM
325,2018-09-19 00:00:00,2018,Unprovoked,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",Swimming,F,46,N,17:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.19.a-Barwick.pdf,AU
326,2018-09-15 00:00:00,2018,Unprovoked,USA,Massachusetts,"Newcomb Hollow Beach, Wellfleet, Barnstable County",Surfing and Other Board Sports,M,26,Y,12:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.15-Medici.pdf,US
327,2018-09-08 00:00:00,2018,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing and Other Board Sports,M,39,N,13:15:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.08.b-Daytona.pdf,US
328,2018-09-08 00:00:00,2018,Unprovoked,USA,Hawaii,"Pounders Beach, Oahu",Surfing and Other Board Sports,M,23,N,08:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.08.a-Perkins.pdf,US
329,2018-09-07 00:00:00,2018,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County",Surfing and Other Board Sports,M,0,N,09:29:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.07-FortPierce.pdf,US
330,2018-09-01 00:00:00,2018,Provoked,IRELAND,County Cork,,Fishing,M,40,N,18:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.09.01-Malcolmson.pdf,IE
331,2018-08-28 00:00:00,2018,Unprovoked,BAHAMAS,,,Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.08.28.R-Yogev.pdf,BS
332,2018-08-24 00:00:00,2018,Unprovoked,USA,California,"Huntington Beach, Orange County",Swimming,M,14,N,20:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.08.14-HuntingtonBeach.pdf,US
333,2018-08-20 00:00:00,2018,Unprovoked,BAHAMAS,Abaco Islands,Carter's Cay,Fishing,M,29,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.08.20-Krause.pdf,BS
334,2018-08-19 00:00:00,2018,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret  County",Surfing and Other Board Sports,M,14,N,10:47:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.08.19-AtlanticBeach.pdf,US
335,2018-08-18 00:00:00,2018,Unprovoked,ITALY,"Chieti, Province",Torino di Sangro ,Other,M,24,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.08.18-Italy.pdf,IT
336,2018-08-15 00:00:00,2018,Unprovoked,BAHAMAS,Abaco Islands,"Coco Bay, Green Turtle Cay",Other,F,56,N,08:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.08.15.c-Inskip.pdf,BS
337,2018-08-15 00:00:00,2018,Unprovoked,USA,Massachusetts,"Longnook Beach, Truro, Barnstable County",Swimming,M,61,N,16:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.08.15.a-Lytton.pdf,US
338,2018-08-09 00:00:00,2018,Unprovoked,USA,Texas,"Crystal Beach, Galveston  County",Fishing,M,42,N,10:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.08.09-Shelton.pdf,US
339,2018-08-05 00:00:00,2018,Unprovoked,USA,North Carolina,"Bald Head Island, Brunswick County",Other,M,16,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.08.05.b-Donohue.pdf,US
340,2018-08-05 00:00:00,2018,Unprovoked,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming,F,0,N,10:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.08.05.a-BaldHead.pdf,US
341,2018-08-03 00:00:00,2018,Unprovoked,EGYPT,,Marsa Alam,Snorkeling,M,42,Y,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.08.03-Petr-D.pdf,EG
342,2018-07-29 00:00:00,2018,Unprovoked,USA,Florida,"St Augustine, St Johns County",Surfing and Other Board Sports,M,14,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.07.30-Hylton.pdf,US
343,2018-07-24 00:00:00,2018,Provoked,CHINA,Guizhou Province,Shopping mall aquarium in Guiyang City,Other,F,6,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.07.24-Li.pdf,CN
344,2018-07-18 00:00:00,2018,Unprovoked,USA,New York,"Atlantique Beach, Fire Island, Suffolk County",Surfing and Other Board Sports,M,13,N,12:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.07.18.b-Donaldson.pdf,US
345,2018-07-18 00:00:00,2018,Unprovoked,USA,New York,"Sailors Haven, Fire Island, Suffolk County",Wading,F,12,N,11:15:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.07.18.a-Pollina.pdf,US
346,2018-07-14 00:00:00,2018,Provoked,USA,California,"Trinidad Beach, Huboldt County",Wading,F,58,N,14:11:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.07.14.b-Trinidad.pdf,US
347,2018-07-11 00:00:00,2018,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Wading,M,17,N,15:40:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.07.13.b-17-yr-old.pdf,US
348,2018-07-13 00:00:00,2018,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Surfing and Other Board Sports,M,30,N,15:35:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.07.13.a-Theobald.pdf,US
349,2018-07-11 00:00:00,2018,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing and Other Board Sports,M,14,N,11:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.07.11-Kearns.pdf,US
350,2018-07-09 00:00:00,2018,Unprovoked,BAHAMAS,The Exuma Cays,Staniel Cay,Other,F,19,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.07.09.R-Zarutskie.pdf,BS
351,2018-07-02 00:00:00,2018,Unprovoked,USA,South Carolina,Myrtle Beach,Surfing and Other Board Sports,F,11,N,14:40:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.07.02-Force.pdf,US
352,2018-06-25 00:00:00,2018,Watercraft,USA,California,"Oceanside, San Diego County",Other,F,57,N,18:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.25-Wolfe.pdf,US
353,2018-06-18 00:00:00,2018,Provoked,USA,Florida,"Near the Bahia Honda Bridge, Monroe County",Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.18.b-Wabiszewski.pdf,US
354,2018-06-18 00:00:00,2018,Unprovoked,USA,Georgia,"St. Simon Island, Glynn County",Other,F,11,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.18.a-McNeely.pdf,US
355,2018-06-08 00:00:00,2018,Unprovoked,AUSTRALIA,New South Wales,Arrawarra Headland,Surfing and Other Board Sports,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.08-Arrawarra.pdf,AU
356,2018-06-04 00:00:00,2018,Provoked,MEXICO,Colima,La Ticla,Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.04-Ramos.pdf,MX
357,2018-06-03 00:00:00,2018,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock, Ballina",Surfing and Other Board Sports,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.03.b-FlatRock.pdf,AU
358,2018-06-03 00:00:00,2018,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Swimming,M,18,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.03.a-daSilva.pdf,BR
359,,2018,Unprovoked,EGYPT,,Brothers Island,Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.00.00-Kraenkl.pdf,EG
360,2018-05-27 00:00:00,2018,Provoked,USA,Florida,"Lighhouse Point Park, Ponce Inlet, Volusia County",Fishing,M,52,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.27-Ponce.pdf,US
361,2018-05-26 00:00:00,2018,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Other,M,15,N,17:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.26.b-High.pdf,US
362,2018-05-26 00:00:00,2018,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Other,M,12,N,14:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.26.a-DaytonaBeach.pdf,US
363,2018-05-24 00:00:00,2018,Provoked,AUSTRALIA,Queensland,Cairns Aquarium,Other,M,32,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.24-CairnsAquarium.pdf,AU
364,2018-05-21 00:00:00,2018,Unprovoked,USA,South Carolina,"Isle of Palms,  Charleston County",Surfing and Other Board Sports,M,10,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.21-deBoer.pdf,US
365,2018-05-13 00:00:00,2018,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,10,N,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.13.b-Turrell.pdf,US
366,,2018,Provoked,AUSTRALIA,Westerm Australia,Dugong Bay,Other,F,34,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.00-Brunning.pdf,AU
367,2018-05-12 00:00:00,2018,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing and Other Board Sports,M,0,N,11:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.12-EastLondon.pdf,ZA
368,2018-04-30 00:00:00,2018,Unprovoked,THAILAND,Hua Hin,Sai Noi Beach,Swimming,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.30.R-Thailand.pdf,TH
369,2018-04-28 00:00:00,2018,Provoked,USA,Texas,Galveston Bay,Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.28.c-Ruthenback.pdf,US
370,2018-04-28 00:00:00,2018,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Diving,M,30,N,10:40:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.28.b-CostaRica.pdf,CR
371,2018-04-28 00:00:00,2018,Unprovoked,AUSTRALIA,Western Australia,Gearys Beach,Surfing and Other Board Sports,M,0,N,16:50:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.28.a-Murray.pdf,AU
372,2018-04-25 00:00:00,2018,Unprovoked,AUSTRALIA,Western Australia,"Surfers Point, Prevelly",Surfing and Other Board Sports,M,60,N,09:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.25.a-Bruce.pdf,AU
373,2018-04-24 00:00:00,2018,Unprovoked,AUSTRALIA,Western Australia,"South Point, Gracetown",Surfing and Other Board Sports,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.24-Burch.pdf,AU
374,2018-04-23 00:00:00,2018,Unprovoked,MALDIVES,Alifu Alifu Atoll,Madoogali,Fishing,M,32,N,21:50:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.23-Maldives.pdf,MV
375,2018-04-22 00:00:00,2018,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Other,M,33,N,09:40:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.22-PlettenbergBay.pdf,ZA
376,2018-04-19 00:00:00,2018,Unprovoked,USA,Hawaii,"Shipwreck’s Beach, Keoneloa Bay, Kauai",Surfing and Other Board Sports,M,29,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.19-McWilliams.pdf,US
377,2018-04-15 00:00:00,2018,Unprovoked,THAILAND,Hua Hin,Sai Noi Beach,Swimming,M,54,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.15.d-Thailand.pdf,TH
378,2018-04-15 00:00:00,2018,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,34,,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.15.c-deMelo.pdf,BR
379,2018-04-15 00:00:00,2018,Unprovoked,AUSTRALIA,Western Australia,"Lefthanders, Margaret River Area",Surfing and Other Board Sports,M,41,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.15.b-Longrass.pdf,AU
380,2018-04-15 00:00:00,2018,Unprovoked,AUSTRALIA,Western Australia,"Cobblestones, Margaret River Area",Surfing and Other Board Sports,M,37,N,08:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.15.a-Travaglini.pdf,AU
381,2018-04-14 00:00:00,2018,Unprovoked,BAHAMAS,New Providence,Nirvana Beach,Surfing and Other Board Sports,M,0,N,09:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.14-Rowan.pff,BS
382,2018-04-09 00:00:00,2018,Unprovoked,NEW CALEDONIA,,"Magenta Beach, Noumea",Surfing and Other Board Sports,M,17,N,17:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.09-Magenta.pdf,NC
383,2018-04-05 00:00:00,2018,Unprovoked,BAHAMAS,,Bimini,Swimming,M,12,N,18:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.05-McConnell.pdf,BS
384,2018-04-03 00:00:00,2018,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing and Other Board Sports,M,19,N,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.03-StFrancisBay.pdf,ZA
385,2018-03-31 00:00:00,2018,Unprovoked,USA,Hawaii,Kukio Beach,Surfing and Other Board Sports,M,25,N,09:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.31-Hawaii.pdf,US
386,2018-03-14 00:00:00,2018,Unprovoked,AUSTRALIA,Western Australia,Waterman's Bay,Wading,M,10,N,17:35:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.14-WatermansBay.pdf,AU
387,2018-03-09 00:00:00,2018,Unprovoked,AUSTRALIA,Victoria,Lorne,Swimming,M,69,N,15:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.09.b-Crossland.pdf,AU
388,2018-03-09 00:00:00,2018,Unprovoked,AUSTRALIA,Victoria,Winkipop,Surfing and Other Board Sports,M,18,N,07:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.09.a-Weight.pdf,AU
389,2018-02-24 00:00:00,2018,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Diving,M,38,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.24-Polly.pdf,ZA
390,2018-02-23 00:00:00,2018,Unprovoked,AUSTRALIA,New South Wales,"Little Congwong Beach, La Perouse ",Swimming,F,55,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.23-Shurapey.pdf,AU
391,2018-02-17 00:00:00,2018,Provoked,AUSTRALIA,Victoria,Westernport Bay,Fishing,M,34,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.17-Palmer.pdf,AU
392,2018-02-15 00:00:00,2018,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Kiama",Other,M,35,N,16:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.15-Hoare.pdf,AU
393,2018-02-03 00:00:00,2018,Unprovoked,ECUADOR,Galapagos Islands,Santa Fe Island,Snorkeling,M,45,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.03-Newman.pdf,EC
394,2018-01-28 00:00:00,2018,Unprovoked,AUSTRALIA,Western Australia,Cone Bay,Other,M,18,N,08:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.28-ConeBay.pdf,AU
395,2018-01-21 00:00:00,2018,Unprovoked,NEW CALEDONIA,,Nouville,Fishing,M,0,N,15:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.21-NewCaledonia.pdf,NC
396,2018-01-14 00:00:00,2018,Unprovoked,AUSTRALIA,Queensland,Lizard Island,Diving,M,0,N,15:01:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.14-Vickers.pdf,AU
397,2018-01-13 00:00:00,2018,Unprovoked,AUSTRALIA,New South Wales,Martin Islet,Diving,M,28,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.13-Stewart.pdf,AU
398,2018-01-12 00:00:00,2018,Unprovoked,BRAZIL,Fernando de Noronha,Conceicao Beach,Surfing and Other Board Sports,M,20,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.12-Bulhoes.pdf,BR
399,2018-01-05 00:00:00,2018,Unprovoked,AUSTRALIA,Western Australia,"South Point, Gracetown",Surfing and Other Board Sports,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.05-Justin.pdf,AU
400,2017-12-31 00:00:00,2017,Unprovoked,USA,Hawaii,"Hultin''s Beach, Oahu",Surfing and Other Board Sports,F,54,N,18:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.31-Mariano.pdf,US
401,2017-12-30 00:00:00,2017,Unprovoked,USA,California,"Drakes Estero, Point Reyes, Marin County",Surfing and Other Board Sports,F,35,N,12:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.30.Jones.pdf,US
402,2017-12-21 00:00:00,2017,Provoked,MALAYSIA,Sepang,Bagan Lalang Beach,Fishing,M,24,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.21-Harun.pdf,MY
403,2017-12-09 00:00:00,2017,Unprovoked,BAHAMAS,,,Snorkeling,F,25,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.09-Carroll.pdf,BS
404,2017-11-30 00:00:00,2017,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Diving,M,26,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.30.b-Jimenez.pdf,CR
405,2017-11-30 00:00:00,2017,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Diving,F,49,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.30.a-Bhandari.pdf,CR
406,2017-11-25 00:00:00,2017,Sea Disaster,LIBYA,, Gars Garabulli,Sea Disaster,,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.25.R-Libya.pdf,LY
407,2017-11-24 00:00:00,2017,Unprovoked,USA,California,"Stillwater Cove, Monterey County",Fishing,M,25,N,13:45:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.24-Azatian.pdf,US
408,2017-11-18 00:00:00,2017,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing and Other Board Sports,F,14,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.18-Anderson.pdf,US
409,2017-11-13 00:00:00,2017,Unprovoked,,,,Surfing and Other Board Sports,M,24,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.13.R-Timur.pdf,
410,2017-11-13 00:00:00,2017,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing and Other Board Sports,M,25,N,16:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.13-Fry.pdf,AU
411,2017-11-04 00:00:00,2017,Unprovoked,CUBA,Holquin Province,Guardalavaca Beach,Other,M,22,Y,23:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.04-Cuba.pdf,CU
412,2017-11-02 00:00:00,2017,Unprovoked,USA,Hawaii,Makaha,Surfing and Other Board Sports,M,0,N,14:15:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.02-Makaha.pdf,US
413,2017-10-31 00:00:00,2017,Unprovoked,AUSTRALIA,Queensland,Magnetic Island,Snorkeling,M,7,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.21.R-Tolley.pdf,AU
414,2017-10-28 00:00:00,2017,Unprovoked,AUSTRALIA,New South Wales,Birubi Point,Surfing and Other Board Sports,M,31,N,09:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.28-Birubi.pdf,AU
415,2017-10-26 00:00:00,2017,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Surfing and Other Board Sports,M,0,N,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.26-Oahu.pdf,US
416,2017-10-23 00:00:00,2017,Unprovoked,MAURITIUS,Pamplemousses ,Le Goulet,Swimming,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.c-Mauritius.pdf,MU
